-0.028385574647819656,-0.42118055355819184,-0.22785177487574337,0.005113269292952083,1474922967277578
0.03298864080692576,-1.423114620856915,-0.700433233877285,-0.15851134808151635,1474922968490803
-0.1388591624663622,-0.5516007613995266,-0.14192787323909917,0.1891909638392293,1474922969410949
0.006904599238659159,-1.5197790101981392,-0.6083719106951664,-0.02556634646476086,1474922970350149
-0.12044689782993823,-0.9229147649007374,-0.1864241794437902,0.24543692606170264,1474922971155252
-0.025316863875082696,-1.6425274411076305,-0.48869219055841207,0.10737865515199507,1474922972077710
-0.029919930034188802,-1.6041685564484145,-0.45340201667193325,0.11760519373789924,1474922972221728
-0.12198125321630693,-1.1453962959241908,-0.11430947628446386,0.337475773334841,1474922972751302
0.00997331001139612,-1.7714132935625964,-0.3766842473535017,0.2505501953546547,1474922973479587
-0.011507665397764821,-0.14499658401183657,0.32911923037607327,-0.1891909638392293,1474922977543358
